,unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location.latitude,location.longitude,location.human_address,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,closed_date,resolution_description,resolution_action_updated_date,address_type,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
870,50051342,2021-03-18T20:29:42.000,NYPD,New York City Police Department,Drinking,Underage - Licensed Est,Club/Bar/Restaurant,11372,76-19 ROOSEVELT AVENUE,ROOSEVELT AVENUE,76 STREET,77 STREET,76 STREET,77 STREET,JACKSON HEIGHTS,ROOSEVELT AVENUE,Closed,03 QUEENS,4012870037,QUEENS,1014917,211475,ONLINE,Unspecified,QUEENS,40.74707342,-73.88932276,40.74707342,-73.88932276,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",14784,65,3,5,73,2021-03-18T21:07:42.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T01:07:44.000,NA,NA,NA,NA,NA,NA
871,50047800,2021-03-18T20:29:19.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10017,2 TUDOR CITY PLACE,TUDOR CITY PLACE,DEAD END,EAST   41 STREET,DEAD END,EAST   41 STREET,NEW YORK,TUDOR CITY PLACE,Closed,06 MANHATTAN,1013330018,MANHATTAN,992212,211789,MOBILE,Unspecified,MANHATTAN,40.74798487,-73.97126475,40.74798487,-73.97126475,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12079,71,4,51,9,2021-03-18T21:28:48.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2021-03-19T01:28:50.000,NA,NA,NA,NA,NA,NA
872,50049765,2021-03-18T20:29:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,NA,10128,63 EAST   90 STREET,EAST   90 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,NEW YORK,EAST   90 STREET,Closed,08 MANHATTAN,1015020129,MANHATTAN,996377,224590,PHONE,Unspecified,MANHATTAN,40.78311557,-73.95620996,40.78311557,-73.95620996,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",10099,23,4,51,11,2021-03-18T20:39:46.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2021-03-19T00:39:50.000,NA,NA,NA,NA,NA,NA
873,50052987,2021-03-18T20:27:17.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11220,330 51 STREET,51 STREET,NA,NA,NA,NA,BROOKLYN,NA,Open,07 BROOKLYN,3007980017,BROOKLYN,980266,174859,ONLINE,Unspecified,BROOKLYN,40.64662331,-74.01435661,40.64662331,-74.01435661,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",18180,9,2,7,45,NA,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
874,50051006,2021-03-18T20:26:50.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10034,417 WEST  205 STREET,WEST  205 STREET,NA,NA,NA,NA,NEW YORK,NA,Open,12 MANHATTAN,1022020033,MANHATTAN,1006793,253559,ONLINE,Unspecified,MANHATTAN,40.8626068,-73.91850096,40.8626068,-73.91850096,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13092,47,4,39,22,NA,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
875,50050194,2021-03-18T20:26:38.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,114 MYRTLE AVENUE,MYRTLE AVENUE,BRIDGE STREET,DUFFIELD STREET,BRIDGE STREET,DUFFIELD STREET,BROOKLYN,MYRTLE AVENUE,Closed,02 BROOKLYN,3020580017,BROOKLYN,988473,192007,ONLINE,Unspecified,BROOKLYN,40.69369063,-73.98477139,40.69369063,-73.98477139,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",16865,68,2,38,54,2021-03-18T20:27:03.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T00:27:05.000,NA,NA,NA,NA,NA,NA
876,50053188,2021-03-18T20:26:30.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11203,5411 KINGS HIGHWAY,KINGS HIGHWAY,WHITTY LANE,JODIE COURT,WHITTY LANE,JODIE COURT,BROOKLYN,KINGS HIGHWAY,Closed,17 BROOKLYN,3079300001,BROOKLYN,1004918,172949,ONLINE,Unspecified,BROOKLYN,40.64135755,-73.92552735,40.64135755,-73.92552735,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",16866,61,2,26,40,2021-03-18T20:56:17.000,The Police Department responded to the complaint and determined that police action was not necessary.,2021-03-19T00:56:19.000,NA,NA,NA,NA,NA,NA
877,50052001,2021-03-18T20:26:24.000,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,3 or More,Restaurant/Bar/Deli/Bakery,11372,76-19 ROOSEVELT AVENUE,ROOSEVELT AVENUE,76 STREET,77 STREET,76 STREET,77 STREET,JACKSON HEIGHTS,ROOSEVELT AVENUE,In Progress,03 QUEENS,4012870037,QUEENS,1014917,211475,ONLINE,Unspecified,QUEENS,40.74707342,-73.88932276,40.74707342,-73.88932276,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",14784,65,3,5,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,50050259,2021-03-18T20:26:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,NA,11106,NA,NA,NA,NA,21 STREET,37 AVENUE,Astoria,NA,Assigned,01 QUEENS,NA,QUEENS,1001449,215700,UNKNOWN,Unspecified,QUEENS,40.75870643,-73.93791796,40.75870643,-73.93791796,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",16863,39,3,33,72,2021-03-18T21:15:00.000,Service Request status for this request is available on the Department of Transportation‚<U+0080><U+0099>s website. Please click the ‚<U+0080><U+009C>Learn More‚<U+0080>ù link below.,2021-03-18T21:15:00.000,INTERSECTION,N/A,NA,NA,NA,NA
879,50051436,2021-03-18T20:25:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,130 MOORE STREET,MOORE STREET,HUMBOLDT STREET,BUSHWICK AVENUE,HUMBOLDT STREET,BUSHWICK AVENUE,BROOKLYN,MOORE STREET,Closed,01 BROOKLYN,3031290001,BROOKLYN,1000997,195771,MOBILE,Unspecified,BROOKLYN,40.70400709,-73.93959911,40.70400709,-73.93959911,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",17213,36,2,30,56,2021-03-18T22:12:47.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T02:12:48.000,NA,NA,NA,NA,NA,NA
880,50053057,2021-03-18T20:25:12.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,25-69 98 STREET,98 STREET,25 AVENUE,ASTORIA BOULEVARD,25 AVENUE,ASTORIA BOULEVARD,EAST ELMHURST,98 STREET,Closed,03 QUEENS,4013720056,QUEENS,1019848,217346,ONLINE,Unspecified,QUEENS,40.76316933,-73.87149571,40.76316933,-73.87149571,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",14511,65,3,21,73,2021-03-18T21:37:07.000,The Police Department responded to the complaint and determined that police action was not necessary.,2021-03-19T01:37:11.000,NA,NA,NA,NA,NA,NA
881,50050098,2021-03-18T20:24:59.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11233,1935 BERGEN STREET,BERGEN STREET,HOWARD AVENUE,SARATOGA AVENUE,HOWARD AVENUE,SARATOGA AVENUE,BROOKLYN,BERGEN STREET,In Progress,16 BROOKLYN,3014460046,BROOKLYN,1007198,184961,PHONE,Unspecified,BROOKLYN,40.67432223,-73.91727099,40.67432223,-73.91727099,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13516,55,2,17,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,50049345,2021-03-18T20:24:55.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11432,82-16 164 STREET,164 STREET,GOETHALS AVENUE,82 ROAD,GOETHALS AVENUE,82 ROAD,JAMAICA,164 STREET,Closed,08 QUEENS,NA,QUEENS,1038629,201185,ONLINE,Unspecified,QUEENS,40.71871595,-73.80382951,40.71871595,-73.80382951,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",24340,25,3,24,65,2021-03-18T20:28:53.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T00:28:58.000,NA,NA,NA,NA,NA,NA
883,50046597,2021-03-18T20:24:48.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,114 MYRTLE AVENUE,MYRTLE AVENUE,BRIDGE STREET,DUFFIELD STREET,BRIDGE STREET,DUFFIELD STREET,BROOKLYN,MYRTLE AVENUE,Closed,02 BROOKLYN,3020580017,BROOKLYN,988473,192007,ONLINE,Unspecified,BROOKLYN,40.69369063,-73.98477139,40.69369063,-73.98477139,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",16865,68,2,38,54,2021-03-18T20:25:56.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T00:25:58.000,NA,NA,NA,NA,NA,NA
884,50048315,2021-03-18T20:24:13.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,79 BAXTER STREET,BAXTER STREET,BAYARD STREET,WHITE STREET,BAYARD STREET,WHITE STREET,NEW YORK,BAXTER STREET,Closed,03 MANHATTAN,1001990001,MANHATTAN,984263,200313,MOBILE,Unspecified,MANHATTAN,40.71648965,-73.9999531,40.71648965,-73.9999531,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12076,70,4,32,2,2021-03-18T20:37:06.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T00:37:10.000,NA,NA,NA,NA,NA,NA
885,50046599,2021-03-18T20:23:47.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10452,1083 WALTON AVENUE,WALTON AVENUE,NA,NA,NA,NA,BRONX,NA,Open,04 BRONX,2024780052,BRONX,1006044,242430,ONLINE,Unspecified,BRONX,40.83206286,-73.92124497,40.83206286,-73.92124497,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",10930,50,5,42,27,NA,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
886,50052213,2021-03-18T20:23:07.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Worker Hygiene,Restaurant/Bar/Deli/Bakery,11372,76-19 ROOSEVELT AVENUE,ROOSEVELT AVENUE,76 STREET,77 STREET,76 STREET,77 STREET,JACKSON HEIGHTS,ROOSEVELT AVENUE,In Progress,03 QUEENS,4012870037,QUEENS,1014917,211475,MOBILE,Unspecified,QUEENS,40.74707342,-73.88932276,40.74707342,-73.88932276,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",14784,65,3,5,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,50053680,2021-03-18T20:22:59.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,114 MYRTLE AVENUE,MYRTLE AVENUE,BRIDGE STREET,DUFFIELD STREET,BRIDGE STREET,DUFFIELD STREET,BROOKLYN,MYRTLE AVENUE,Closed,02 BROOKLYN,3020580017,BROOKLYN,988473,192007,ONLINE,Unspecified,BROOKLYN,40.69369063,-73.98477139,40.69369063,-73.98477139,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",16865,68,2,38,54,2021-03-18T20:24:22.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T00:24:24.000,NA,NA,NA,NA,NA,NA
888,50046462,2021-03-18T20:22:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,2253 85 STREET,85 STREET,BAY PARKWAY,23 AVENUE,BAY PARKWAY,23 AVENUE,BROOKLYN,85 STREET,In Progress,11 BROOKLYN,3063360056,BROOKLYN,986462,158542,MOBILE,Unspecified,BROOKLYN,40.60183718,-73.99203426,40.60183718,-73.99203426,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",17616,1,2,45,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,50046236,2021-03-18T20:22:31.000,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11211,301 HUMBOLDT STREET,HUMBOLDT STREET,GRAND STREET,POWERS STREET,GRAND STREET,POWERS STREET,BROOKLYN,HUMBOLDT STREET,In Progress,01 BROOKLYN,3027830023,BROOKLYN,1000242,198775,ONLINE,Unspecified,BROOKLYN,40.71225375,-73.94231501,40.71225375,-73.94231501,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",17613,36,2,30,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,50053630,2021-03-18T20:22:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10460,930 EAST  173 STREET,EAST  173 STREET,WHITE PLAINS ROAD LINE,HOE AVENUE,WHITE PLAINS ROAD LINE,HOE AVENUE,BRONX,EAST  173 STREET,Closed,03 BRONX,2029820023,BRONX,1015172,243702,MOBILE,Unspecified,BRONX,40.83552689,-73.88825409,40.83552689,-73.88825409,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11269,34,5,43,25,2021-03-18T20:39:40.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T00:39:45.000,NA,NA,NA,NA,NA,NA
891,50052574,2021-03-18T20:22:06.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,NA,11373,58 AVENUE,58 AVENUE,58 AVENUE,JUNCTION BOULEVARD,58 AVENUE,JUNCTION BOULEVARD,NA,NA,Closed,04 QUEENS,NA,QUEENS,1021524,207446,PHONE,Unspecified,QUEENS,40.73598945,-73.86550045,40.73598945,-73.86550045,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",14784,66,3,21,68,2021-03-18T22:56:34.000,The Police Department responded to the complaint and determined that police action was not necessary.,2021-03-19T02:56:36.000,NA,NA,NA,NA,NA,NA
892,50047314,2021-03-18T20:21:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10031,612 WEST  144 STREET,WEST  144 STREET,NA,NA,NA,NA,NEW YORK,NA,Open,09 MANHATTAN,1020900040,MANHATTAN,997599,240249,PHONE,Unspecified,MANHATTAN,40.82609344,-73.95176624,40.82609344,-73.95176624,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12428,37,4,23,19,NA,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
893,50053661,2021-03-18T20:21:15.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,114 MYRTLE AVENUE,MYRTLE AVENUE,BRIDGE STREET,DUFFIELD STREET,BRIDGE STREET,DUFFIELD STREET,BROOKLYN,MYRTLE AVENUE,Closed,02 BROOKLYN,3020580017,BROOKLYN,988473,192007,ONLINE,Unspecified,BROOKLYN,40.69369063,-73.98477139,40.69369063,-73.98477139,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",16865,68,2,38,54,2021-03-18T20:22:58.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T00:22:59.000,NA,NA,NA,NA,NA,NA
894,50047318,2021-03-18T20:21:12.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,514 LEXINGTON AVENUE,LEXINGTON AVENUE,THROOP AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE,MARCUS GARVEY BOULEVARD,BROOKLYN,LEXINGTON AVENUE,Closed,03 BROOKLYN,3018060133,BROOKLYN,1000850,190271,MOBILE,Unspecified,BROOKLYN,40.68891115,-73.94014285,40.68891115,-73.94014285,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",18181,69,2,49,51,2021-03-18T21:19:54.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T01:19:55.000,NA,NA,NA,NA,NA,NA
895,50053660,2021-03-18T20:20:50.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Toilet Facility,Restaurant/Bar/Deli/Bakery,11372,76-19 ROOSEVELT AVENUE,ROOSEVELT AVENUE,76 STREET,77 STREET,76 STREET,77 STREET,JACKSON HEIGHTS,ROOSEVELT AVENUE,In Progress,03 QUEENS,4012870037,QUEENS,1014917,211475,MOBILE,Unspecified,QUEENS,40.74707342,-73.88932276,40.74707342,-73.88932276,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",14784,65,3,5,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,50052429,2021-03-18T20:20:46.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10454,339 EAST  138 STREET,EAST  138 STREET,NA,NA,NA,NA,BRONX,NA,Open,01 BRONX,2023010050,BRONX,1005083,234352,ONLINE,Unspecified,BRONX,40.80989336,-73.92474272,40.80989336,-73.92474272,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",10932,49,5,35,23,NA,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
897,50047252,2021-03-18T20:20:25.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10030,305 WEST  139 STREET,WEST  139 STREET,NA,NA,NA,NA,NEW YORK,NA,Open,10 MANHATTAN,1020420110,MANHATTAN,999473,237735,PHONE,Unspecified,MANHATTAN,40.8191902,-73.94500065,40.8191902,-73.94500065,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12427,18,4,36,20,NA,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
898,50051627,2021-03-18T20:20:25.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10030,305 WEST  139 STREET,WEST  139 STREET,NA,NA,NA,NA,NEW YORK,NA,Open,10 MANHATTAN,1020420110,MANHATTAN,999473,237735,PHONE,Unspecified,MANHATTAN,40.8191902,-73.94500065,40.8191902,-73.94500065,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",12427,18,4,36,20,NA,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
899,50050860,2021-03-18T20:20:21.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11368,96-14 NORTHERN BOULEVARD,NORTHERN BOULEVARD,96 STREET,97 STREET,96 STREET,97 STREET,CORONA,NORTHERN BOULEVARD,Closed,03 QUEENS,4017110005,QUEENS,1019713,215083,ONLINE,Unspecified,QUEENS,40.75695853,-73.87199498,40.75695853,-73.87199498,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",14510,65,3,21,73,2021-03-18T20:29:11.000,The Police Department reviewed your complaint and provided additional information below.,2021-03-19T00:29:13.000,NA,NA,NA,NA,NA,NA
900,50049049,2021-03-18T20:20:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),NA,10306,2701 AMBOY ROAD,AMBOY ROAD,BISHOP ST,BEHAN CT,NA,NA,STATEN ISLAND,NA,Open,03 STATEN ISLAND,5043350131,STATEN ISLAND,950289,147292,ONLINE,Unspecified,STATEN ISLAND,40.57089341,-74.12224203,40.57089341,-74.12224203,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",10693,15,1,14,76,NA,NA,NA,ADDRESS,NA,NA,NA,NA,NA
901,50049396,2021-03-18T20:19:37.000,DHS,Department of Homeless Services,Encampment,N/A,Subway,11418,134-19 89 AVENUE,89 AVENUE,134 STREET,135 STREET,134 STREET,135 STREET,RICHMOND HILL,89 AVENUE,In Progress,09 QUEENS,4093420156,QUEENS,1034792,194709,ONLINE,Unspecified,QUEENS,40.70096366,-73.81771994,40.70096366,-73.81771994,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",24014,46,3,28,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,50050787,2021-03-18T20:19:33.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11432,82-16 164 STREET,164 STREET,GOETHALS AVENUE,82 ROAD,GOETHALS AVENUE,82 ROAD,JAMAICA,164 STREET,Closed,08 QUEENS,NA,QUEENS,1038629,201185,ONLINE,Unspecified,QUEENS,40.71871595,-73.80382951,40.71871595,-73.80382951,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",24340,25,3,24,65,2021-03-18T20:29:51.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-03-19T00:29:53.000,NA,NA,NA,NA,NA,NA
903,50051740,2021-03-18T20:19:27.000,TLC,Taxi and Limousine Commission,Dispatched Taxi Complaint,Driver Complaint,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed,0 Unspecified,NA,Unspecified,NA,NA,UNKNOWN,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-18T20:47:37.000,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2021-03-19T00:47:40.000,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,50047517,2021-03-18T20:19:27.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,NA,10034,101 SHERMAN AVENUE,SHERMAN AVENUE,HECTOR RIVERA WAY,ACADEMY STREET,HECTOR RIVERA WAY,ACADEMY STREET,NEW YORK,SHERMAN AVENUE,Closed,12 MANHATTAN,1022200005,MANHATTAN,1004931,254011,PHONE,Unspecified,MANHATTAN,40.86385196,-73.92523119,40.86385196,-73.92523119,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",13092,47,4,39,22,2021-03-18T21:04:48.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T01:04:54.000,NA,NA,NA,NA,NA,NA
905,50053459,2021-03-18T20:19:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10472,1160 EVERGREEN AVENUE,EVERGREEN AVENUE,WATSON AVENUE,PELHAM LINE,WATSON AVENUE,PELHAM LINE,BRONX,EVERGREEN AVENUE,Closed,09 BRONX,2037380027,BRONX,1017246,240713,ONLINE,Unspecified,BRONX,40.82731545,-73.88077378,40.82731545,-73.88077378,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11610,58,5,43,26,2021-03-18T20:41:31.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T00:41:35.000,NA,NA,NA,NA,NA,NA
906,50053313,2021-03-18T20:19:10.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Highway,10004,HUGH L CAREY TUNNEL,HUGH L CAREY TUNNEL,BATTERY PARK UNDERPASS,BATTERY PLACE,BATTERY PARK UNDERPASS,BATTERY PLACE,NEW YORK,HUGH L CAREY TUNNEL,In Progress,01 MANHATTAN,1000180100,MANHATTAN,979857,195075,ONLINE,Unspecified,MANHATTAN,40.70211149,-74.01584365,40.70211149,-74.01584365,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11725,56,4,32,1,NA,NA,NA,NA,NA,"HUGH L CAREY TUNNEL, MANHATTAN (NEW YORK) ,NY, 10004",NA,NA,BQE/Gowanus Expwy
907,50047650,2021-03-18T20:18:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11356,22-24 125 STREET,125 STREET,22 AVENUE,23 AVENUE,22 AVENUE,23 AVENUE,COLLEGE POINT,125 STREET,Closed,07 QUEENS,4042000029,QUEENS,1027637,223365,ONLINE,Unspecified,QUEENS,40.7796551,-73.8433396,40.7796551,-73.8433396,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",14191,22,3,20,67,2021-03-18T21:47:54.000,The Police Department responded to the complaint and took action to fix the condition.,2021-03-19T01:48:00.000,NA,NA,NA,NA,NA,NA
908,50046644,2021-03-18T20:18:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11212,242 EAST   93 STREET,EAST   93 STREET,WINTHROP STREET,CLARKSON AVENUE,WINTHROP STREET,CLARKSON AVENUE,BROOKLYN,EAST   93 STREET,Closed,17 BROOKLYN,3046280027,BROOKLYN,1005346,179656,PHONE,Unspecified,BROOKLYN,40.6597658,-73.92396417,40.6597658,-73.92396417,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",17614,61,2,17,40,2021-03-18T20:47:15.000,The Police Department issued a summons in response to the complaint.,2021-03-19T00:47:20.000,NA,NA,NA,NA,NA,NA
909,50046328,2021-03-18T20:18:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,80-34 59 STREET,59 STREET,COOPER AVENUE,DEAD END,COOPER AVENUE,DEAD END,RIDGEWOOD,59 STREET,Closed,05 QUEENS,4037310021,QUEENS,1013498,191909,ONLINE,Unspecified,QUEENS,40.69337432,-73.89452895,40.69337432,-73.89452895,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",15310,54,3,34,62,2021-03-18T20:42:21.000,The Police Department issued a summons in response to the complaint.,2021-03-19T00:42:25.000,NA,NA,NA,NA,NA,NA
910,50053468,2021-03-18T20:18:01.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10463,3816 REVIEW PLACE,REVIEW PLACE,NA,NA,NA,NA,BRONX,NA,Open,08 BRONX,2032710132,BRONX,1012016,261732,ONLINE,Unspecified,BRONX,40.88502427,-73.89958454,40.88502427,-73.89958454,"{""address"": """""," ""city"": """""," ""state"": """""," ""zip"": """"}",11272,48,5,40,33,NA,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-03-18T00:00:00.000,ADDRESS,NA,NA,NA,NA,NA
